MinimapRegion_begin	regionid=1	IconTexNormal=[L2WorldMap.WorldIcon.16_25_C0]	IconTexOver=[L2WorldMap.WorldIcon.16_25_C0_a]	IconTexPushed=[L2WorldMap.WorldIcon.16_25_C0_a]	WorldLocX=-119676	WorldLocY=225465	Width=64	Height=64	DescOffsetX=-4	DescOffsetY=30	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=50	IconTexNormal=[L2WorldMap.WorldIcon.21_18_0]	IconTexOver=[L2WorldMap.WorldIcon.21_18_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.21_18_0_a]	WorldLocX=48190	WorldLocY=12236	Width=55	Height=64	DescOffsetX=-5	DescOffsetY=40	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=51	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=22211	WorldLocY=44210	Width=48	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=51	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=16215	WorldLocY=46209	Width=48	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=52	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=38198	WorldLocY=35617	Width=0	Height=0	DescOffsetX=-50	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=53	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=29605	WorldLocY=48607	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=53	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=37598	WorldLocY=48207	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=55	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=36799	WorldLocY=120549	Width=80	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=60	IconTexNormal=[L2WorldMap.WorldIcon.22_18_0]	IconTexOver=[L2WorldMap.WorldIcon.22_18_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.22_18_0_a]	WorldLocX=79365	WorldLocY=-354	Width=64	Height=116	DescOffsetX=-25	DescOffsetY=65	DescFontName=[MapFontSize9]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=64	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=73969	WorldLocY=75985	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=65	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=62578	WorldLocY=116952	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=68	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=74968	WorldLocY=141533	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=75	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=109940	WorldLocY=75385	Width=0	Height=0	DescOffsetX=5	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=78	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=103745	WorldLocY=129142	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=84	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=131523	WorldLocY=12036	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={1;8}	MinimapRegion_end
MinimapRegion_begin	regionid=85	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=153905	WorldLocY=12036	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={1;8}	MinimapRegion_end
MinimapRegion_begin	regionid=99	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=161899	WorldLocY=47008	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=99	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=164897	WorldLocY=49007	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=102	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=3426	WorldLocY=159118	Width=80	Height=16	DescOffsetX=-60	DescOffsetY=-9	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=109	IconTexNormal=[L2WorldMap.WorldIcon.21_24_0]	IconTexOver=[L2WorldMap.WorldIcon.21_24_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.21_24_0_a]	WorldLocX=43993	WorldLocY=204282	Width=64	Height=64	DescOffsetX=-20	DescOffsetY=50	DescFontName=[MapFontSize10]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=113	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-32945	WorldLocY=159518	Width=69	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=114	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=95552	WorldLocY=78983	Width=70	Height=16	DescOffsetX=-110	DescOffsetY=4	DescFontName=[MapFontSize9]	applycountry={1;8}	MinimapRegion_end
MinimapRegion_begin	regionid=11	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-109884	WorldLocY=245449	Width=0	Height=0	DescOffsetX=-5	DescOffsetY=10	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=117	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-79508	WorldLocY=76585	Width=109	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=128	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=150908	WorldLocY=-24734	Width=118	Height=16	DescOffsetX=5	DescOffsetY=-8	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=115	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=130924	WorldLocY=71988	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={8}	MinimapRegion_end
