variation_option_begin	mineral_item_id=94185	item_group_name=0	option_description1=[Atk. Spd. +5 ~ +100\nCasting Spd. +5 ~ +100\nP. Skill Power +1% ~ +5%\nM. Skill Power +1% ~ +5%]	option_description2=[<font color="bbb58a">P. Atk. +10 ~ +220\nM. Atk. +10 ~ +270\nP. Critical Rate +10 ~ +50</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=22	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Bow Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +3.5% ~ +10%\nHP/ MP Recovery Rate +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=23	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Bow Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +3.5% ~ +10%\nHP/ MP Recovery Rate +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=24	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Bow Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +3.5% ~ +10%\nHP/ MP Recovery Rate +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=25	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Melee Weapon Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Rate -2% ~ -5%\nReceived M. Skill Critical Rate -2% ~ -5%</font>\n<font color="e16d6d">Received Skill Critical Rate -2% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=18	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=19	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=20	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=21	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=22	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Bow Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +3.5% ~ +10%\nHP/ MP Recovery Rate +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=23	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Bow Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +3.5% ~ +10%\nHP/ MP Recovery Rate +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=24	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Bow Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +3.5% ~ +10%\nHP/ MP Recovery Rate +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=25	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">Melee Weapon Resistance +3.5% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Rate -2% ~ -5%\nReceived M. Skill Critical Rate -2% ~ -5%</font>\n<font color="e16d6d">Received Skill Critical Rate -2% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97441	item_group_name=8	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97446	item_group_name=8	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97441	item_group_name=9	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97446	item_group_name=9	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97787	item_group_name=8	option_description1=[<font color="bbb58a">Max HP +25 ~ +500\nMax MP +25 ~ +500\nMax CP +25 ~ +500\nP./ M. Accuracy +1 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +1% ~ +5%\nSkill Critical Damage +15 ~ +300</font>\n<font color="c170ca">Received damage -1% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +15 ~ +300\nM. Def. +15 ~ +300\nP./ M. Evasion +1 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +1% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97788	item_group_name=8	option_description1=[<font color="bbb58a">Max HP +25 ~ +500\nMax MP +25 ~ +500\nMax CP +25 ~ +500\nP./ M. Accuracy +1 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +1% ~ +5%\nSkill Critical Damage +15 ~ +300</font>\n<font color="c170ca">Received damage -1% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +15 ~ +300\nM. Def. +15 ~ +300\nP./ M. Evasion +1 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +1% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97789	item_group_name=8	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97790	item_group_name=8	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97787	item_group_name=9	option_description1=[<font color="bbb58a">Max HP +25 ~ +500\nMax MP +25 ~ +500\nMax CP +25 ~ +500\nP./ M. Accuracy +1 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +1% ~ +5%\nSkill Critical Damage +15 ~ +300</font>\n<font color="c170ca">Received damage -1% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +15 ~ +300\nM. Def. +15 ~ +300\nP./ M. Evasion +1 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +1% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97788	item_group_name=9	option_description1=[<font color="bbb58a">Max HP +25 ~ +500\nMax MP +25 ~ +500\nMax CP +25 ~ +500\nP./ M. Accuracy +1 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +1% ~ +5%\nSkill Critical Damage +15 ~ +300</font>\n<font color="c170ca">Received damage -1% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +15 ~ +300\nM. Def. +15 ~ +300\nP./ M. Evasion +1 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +1% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97789	item_group_name=9	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97790	item_group_name=9	option_description1=[<font color="bbb58a">Max HP +125 ~ +500\nMax MP +125 ~ +500\nMax CP +125 ~ +500\nP./ M. Accuracy +2 ~ +5</font>\n<font color="e16d6d">Soulshot/ Spiritshot damage +2% ~ +5%\nSkill Critical Damage +70 ~ +300</font>\n<font color="c170ca">Received damage -3.5% ~ -10%</font>]	option_description2=[<font color="bbb58a">P. Def. +70 ~ +300\nM. Def. +70 ~ +300\nP./ M. Evasion +2 ~ +5</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>\n<font color="e16d6d">Triggered skill: Arcane Deliverance\nTriggered skill: Arcane Speed\nTriggered skill: Arcane Barrier\nTriggered skill: Arcane Immunity\nTriggered skill: Arcane Protection\nTriggered skill: Arcane Paralysis\nTriggered skill: Arcane Silence\nPassive skill: Arcane Critical Sense\nPassive skill: Arcane Power</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97787	item_group_name=26	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nMax HP +10 ~ +300\nMax MP +10 ~ +300</font>\n<font color="c170ca">Received AoE Skill Damage -0.1% ~ -3%</font>\n<font color="e16d6d">Triggered skill: Arcane Power Break Lv. 1-10\nTriggered skill: Arcane Magic Break Lv. 1-10</font>]	option_description2=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nMax HP +10 ~ +300\nMax MP +10 ~ +300</font>\n<font color="c170ca">Received P. Skill Critical Damage -5 ~ -330\nReceived M. Skill Critical Damage -5 ~ -330</font>\n<font color="e16d6d">Received Skill Critical Damage -5 ~ -330</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97788	item_group_name=26	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nMax HP +10 ~ +300\nMax MP +10 ~ +300</font>\n<font color="c170ca">Received AoE Skill Damage -0.1% ~ -3%</font>\n<font color="e16d6d">Triggered skill: Arcane Power Break Lv. 1-10\nTriggered skill: Arcane Magic Break Lv. 1-10</font>]	option_description2=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nMax HP +10 ~ +300\nMax MP +10 ~ +300</font>\n<font color="c170ca">Received P. Skill Critical Damage -5 ~ -330\nReceived M. Skill Critical Damage -5 ~ -330</font>\n<font color="e16d6d">Received Skill Critical Damage -5 ~ -330</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97789	item_group_name=26	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nMax HP +100 ~ +300\nMax MP +100 ~ +300</font>\n<font color="c170ca">Received AoE Skill Damage -1% ~ -3%</font>\n<font color="e16d6d">Triggered skill: Arcane Power Break Lv. 1-10\nTriggered skill: Arcane Magic Break Lv. 1-10</font>]	option_description2=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nMax HP +100 ~ +300\nMax MP +100 ~ +300</font>\n<font color="c170ca">Received P. Skill Critical Damage -60 ~ -330\nReceived M. Skill Critical Damage -60 ~ -330</font>\n<font color="e16d6d">Received Skill Critical Damage -60 ~ -330</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97790	item_group_name=26	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nMax HP +100 ~ +300\nMax MP +100 ~ +300</font>\n<font color="c170ca">Received AoE Skill Damage -1% ~ -3%</font>\n<font color="e16d6d">Triggered skill: Arcane Power Break Lv. 1-10\nTriggered skill: Arcane Magic Break Lv. 1-10</font>]	option_description2=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nMax HP +100 ~ +300\nMax MP +100 ~ +300</font>\n<font color="c170ca">Received P. Skill Critical Damage -60 ~ -330\nReceived M. Skill Critical Damage -60 ~ -330</font>\n<font color="e16d6d">Received Skill Critical Damage -60 ~ -330</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=1	option_description1=[<font color="bbb58a">Max MP +90 ~ +400\nMax HP +350 ~ +2000\nMax CP +140 ~ +800\nBow Resistance +0.5% ~ +3.5%\nDrain Resistance +2.5% ~ +10%\nHold Atk. Rate +0.5% ~ +5%\nShock Atk. Rate +0.5% ~ +5%\nSleep Atk. Rate +0.5% ~ +5%\nParalysis Atk. Rate +0.5% ~ +5%\nM. Def. +10 ~ +50\nP. Def. +10 ~ +50\nMP Recovery Rate +1 ~ +2.5\nHP Recovery Rate +1 ~ +2.5\nCP Recovery Rate +1 ~ +2.5\nReceived Healing +2.5% ~ +7.5%</font>\n<font color="e16d6d">Item skill: All received Critical Damage -1% ~ -7%</font>]	option_description2=[<font color="bbb58a">Max MP +90 ~ +400\nMax HP +350 ~ +2000\nMax CP +140 ~ +800\nBow Resistance +0.5% ~ +3.5%\nDrain Resistance +2.5% ~ +10%\nHold Atk. Rate +0.5% ~ +5%\nShock Atk. Rate +0.5% ~ +5%\nSleep Atk. Rate +0.5% ~ +5%\nParalysis Atk. Rate +0.5% ~ +5%\nM. Def. +10 ~ +50\nP. Def. +10 ~ +50\nMP Recovery Rate +1 ~ +2.5\nHP Recovery Rate +1 ~ +2.5\nCP Recovery Rate +1 ~ +2.5\nReceived Healing +2.5% ~ +7.5%</font>\n<font color="e16d6d">STR +1 ~ +2\nDEX +1 ~ +2\nCON +1 ~ +2\nINT +1 ~ +2\nWIT +1 ~ +2\nMEN +1 ~ +2</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=1	option_description1=[<font color="bbb58a">Max MP +90 ~ +400\nMax HP +350 ~ +2000\nMax CP +140 ~ +800\nBow Resistance +0.5% ~ +3.5%\nDrain Resistance +2.5% ~ +10%\nHold Atk. Rate +0.5% ~ +5%\nShock Atk. Rate +0.5% ~ +5%\nSleep Atk. Rate +0.5% ~ +5%\nParalysis Atk. Rate +0.5% ~ +5%\nM. Def. +10 ~ +50\nP. Def. +10 ~ +50\nMP Recovery Rate +1 ~ +2.5\nHP Recovery Rate +1 ~ +2.5\nCP Recovery Rate +1 ~ +2.5\nReceived Healing +2.5% ~ +7.5%</font>\n<font color="e16d6d">Item skill: All received Critical Damage -1% ~ -7%</font>]	option_description2=[<font color="bbb58a">Max MP +90 ~ +400\nMax HP +350 ~ +2000\nMax CP +140 ~ +800\nBow Resistance +0.5% ~ +3.5%\nDrain Resistance +2.5% ~ +10%\nHold Atk. Rate +0.5% ~ +5%\nShock Atk. Rate +0.5% ~ +5%\nSleep Atk. Rate +0.5% ~ +5%\nParalysis Atk. Rate +0.5% ~ +5%\nM. Def. +10 ~ +50\nP. Def. +10 ~ +50\nMP Recovery Rate +1 ~ +2.5\nHP Recovery Rate +1 ~ +2.5\nCP Recovery Rate +1 ~ +2.5\nReceived Healing +2.5% ~ +7.5%</font>\n<font color="e16d6d">STR +1 ~ +2\nDEX +1 ~ +2\nCON +1 ~ +2\nINT +1 ~ +2\nWIT +1 ~ +2\nMEN +1 ~ +2</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94188	item_group_name=1	option_description1=[<font color="bbb58a">Max MP +90 ~ +400\nMax HP +350 ~ +2000\nMax CP +140 ~ +800\nBow Resistance +0.5% ~ +3.5%\nDrain Resistance +2.5% ~ +10%\nHold Atk. Rate +0.5% ~ +5%\nShock Atk. Rate +0.5% ~ +5%\nSleep Atk. Rate +0.5% ~ +5%\nParalysis Atk. Rate +0.5% ~ +5%\nM. Def. +10 ~ +50\nP. Def. +10 ~ +50\nMP Recovery Rate +1 ~ +2.5\nHP Recovery Rate +1 ~ +2.5\nCP Recovery Rate +1 ~ +2.5\nReceived Healing +2.5% ~ +7.5%</font>\n<font color="e16d6d">Item skill: All received Critical Damage -1% ~ -7%</font>]	option_description2=[<font color="bbb58a">Max MP +90 ~ +400\nMax HP +350 ~ +2000\nMax CP +140 ~ +800\nBow Resistance +0.5% ~ +3.5%\nDrain Resistance +2.5% ~ +10%\nHold Atk. Rate +0.5% ~ +5%\nShock Atk. Rate +0.5% ~ +5%\nSleep Atk. Rate +0.5% ~ +5%\nParalysis Atk. Rate +0.5% ~ +5%\nM. Def. +10 ~ +50\nP. Def. +10 ~ +50\nMP Recovery Rate +1 ~ +2.5\nHP Recovery Rate +1 ~ +2.5\nCP Recovery Rate +1 ~ +2.5\nReceived Healing +2.5% ~ +7.5%</font>\n<font color="e16d6d">STR +1 ~ +2\nDEX +1 ~ +2\nCON +1 ~ +2\nINT +1 ~ +2\nWIT +1 ~ +2\nMEN +1 ~ +2</font>]	option_description3=[]	variation_option_end
